Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
,,SP,,,,,,,,,,,"4,90","4,85"
FIBRA DE CARNAÚBA (1000 un),PRODUTOR,CE,"126,67","126,67","126,67","126,67","126,67","127,47","129,67","130,67","131,00","131,80","153,17","216,67"
,,RN,"130,00","133,50","130,00","130,00","130,00","133,00","130,60","130,00","130,00","131,70","132,25","134,00"
FLOCOS DE MILHO ENRIQUECIDO (500 g),VAREJO,SP,"2,27","3,00","2,45","2,32","2,22","2,10","2,01","1,80","1,75","1,79","1,75","1,80"
FLOCOS DE MILHO ENRIQUECIDO (kg),,AC,,,,,,,,,,,"2,38","2,25"
FLOCOS DE MILHO FLOCÃO (10 kg),ATACADO,AM,,,,,,,,,,,,"33,00"
FLOCOS DE MILHO PRE-COZIDO (10 kg),,PI,,,,,,,,,,,,"22,00"
FLOCOS DE MILHO PRE-COZIDO (15 kg),,BA,,,,,,,,,,,,"21,48"
,,PA,,,,,,,,,,,"25,50","26,94"
,,PB,,,,,,,,,,,,"34,48"
,,RN,,,,,,,,,,,,"34,50"
,,RO,,,,,,,,,,,"27,90","26,88"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,GO,"3,01","2,95","3,07","3,01","3,03","3,15","2,97","2,83","2,96","2,79","3,14","2,89"
,,RJ,"2,06","2,14","1,96","2,59","2,08","2,09","2,26","2,25","2,44","2,21","2,36","2,33"
,,RS,,,,,,,,,,,"2,70","2,46"
,,TO,"1,54","2,49","1,89","1,44","1,56","1,61","1,55","1,96","1,47","1,44","2,09","2,10"
FLOCOS DE MILHO PRE-COZIDO (kg),ATACADO,AP,,,,,,,,,,,,"1,91"
,,RR,,,,,,,,,,,,"2,60"
,,SP,,,,,,,,,,,,"2,63"
,,TO,,,,,,,,,,,"1,10","1,10"
FRANGO DE GRANJA (kg),,ES,"2,80","2,86","2,90","2,53","2,44","2,43","2,60","2,68","2,82","3,00","3,12","3,14"
FRANGO VIVO (kg),PRODUTOR,SP,"2,91","2,70","2,75","2,71","2,70","2,70","2,73","2,70","2,75","2,88","3,05","3,10"
FRANGO VIVO (kg),,CE,"3,54","3,60","3,60","3,60","3,21","3,20","3,08","3,34","3,48","3,90","4,20","4,23"
,,ES,,,,,,,,,,"3,00","3,12","3,15"
,,GO,,,,,,,,,,"2,90","3,10","3,10"
,,MG,"2,43","2,54","2,59","2,34","2,12","2,38","2,72","2,83","3,03","3,13","3,22","3,29"
,,PB,"3,30","3,48","3,58","2,91","2,76","3,01","2,61","2,97","3,54","4,20","4,26","4,30"
,,PE,"3,08","3,03","3,25","2,96","2,74","2,88","2,72","2,78","3,35","4,07","4,23","4,14"
,,PI,,,,,,,,,,"4,06","4,68","4,93"
,,PR,"2,23","2,26","2,25","2,23","2,19","2,28","2,30","2,36","2,39","2,51","2,61","2,66"
,,RJ,"2,65","2,69","2,73","2,56","2,33","2,61","2,84","2,93","3,13","3,21","3,31","3,33"
,,SP,"2,38","2,25","2,24","2,38","2,19","2,27","2,61","2,70","2,79","2,94","3,06","3,10"
FRANGO VIVO (un),,AM,"25,40","25,00","25,25","24,75","25,00","25,00","25,00","25,00","25,00","25,00","25,00","24,75"
,,DF,,,,,,,,,,,,"25,00"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,MG,,,,,,,,,,,"14,90","14,90"
FUBÁ DE MILHO COMUM AMARELO (kg),,PR,,,,,,,,,,"2,50","2,01","1,85"
FUBÁ DE MILHO COMUM MIMOSO (kg),,RJ,,,,,,,,,,,"1,15","1,16"
,,SP,,,,,,,,,,,,"2,87"
,VAREJO,GO,"2,81","2,66","2,76","2,76","2,59","2,59","2,84","2,42","2,72","2,87","2,67","3,09"
,,RJ,"1,68","1,57","1,62","1,68","1,66","1,49","1,28","1,48","1,73","1,61","1,76","1,67"
,,RS,,,,,,,,,,,"2,40","3,16"
,,SP,"2,28","2,45","2,41","2,76","2,76","2,70","2,65","2,05","2,10","2,00","1,90","1,92"
,,TO,"1,71","2,74","3,39","2,93","3,03","2,16","2,46","2,61","2,66","2,29","2,59","3,16"
GIRASSOL (60 kg),PRODUTOR,GO,"48,00","53,50","56,13","54,83","53,60","52,75","53,70","52,88","54,38","62,20","60,96","63,38"
,,MG,"57,64","57,64","57,64","57,64",,,,"54,20","54,75",,,
,,MT,"52,80","52,00","50,50","50,00","48,20","47,00","47,00","47,00","47,00","47,00","47,00","47,00"
,,RS,"58,28","56,36","57,86","58,50","57,33","57,89","61,60","64,82","64,91","68,07","67,51","71,20"
GUARANÁ TIPO 1 (kg),,AM,"21,10","20,50","21,63","22,88","19,20","18,50",,,,"20,00","20,00","20,50"
,,BA,"12,45","12,71","12,73","12,30","12,00","12,00","12,27","12,00","11,33","10,78","11,63","12,50"
GUARANÁ TIPO 2 (kg),,BA,"7,00","8,38","7,00","8,00","9,80","9,75","8,20","9,00","8,67","7,20","6,50","8,00"
INHAME (20 kg),ATACADO,TO,,,,,,,,,,,"67,00","67,00"
,PRODUTOR,DF,,,,,,,,,,,"58,00","66,87"
,,MG,,,,,,,,,,,,"47,50"
,,PR,,,,,,,,,,"22,20",,
,,RN,,,,,,,,,,,,"4,20"
INHAME DA COSTA (kg),,PB,,,,,,,,,,,,"5,25"
INHAME (kg),ATACADO,AL,,,,,,,,"4,00",,"4,00","4,38","5,25"
,,BA,"4,40","3,80","3,71","4,50","4,35","4,08","3,79","3,92","3,94","3,18","4,00","5,42"
,,CE,"2,82","2,63","2,82","3,02","3,27","2,70","2,45","2,83","2,81","3,33","4,42","5,35"
,,DF,"3,87","4,09","3,51","3,24","3,18","3,18","3,18","3,18","2,14","2,50","2,50","4,05"
,,ES,"2,08","1,75","1,52","1,33","1,15","1,13","1,09","1,06","1,17","1,32","2,12","1,99"
,,GO,"2,66","2,29","2,36","2,08","2,03","1,87","1,64","1,66","1,72","2,05","3,33","3,19"
,,MG,"2,20","2,28","1,66","1,67","1,51","1,36","1,30","1,07","1,43","1,21","2,39",
,,MS,"3,96","4,11","4,08","3,98","3,91","3,65","3,56","3,28","3,11","3,00","3,11","3,95"
,,PA,"3,61","3,68","3,47","3,25","3,35","3,25","3,28","3,35","2,61","3,15","3,22","4,03"
,,PB,"4,11","4,33","3,49","2,67","3,50","4,27","4,18","4,21","3,86","4,37","4,89","5,71"
,,PE,"4,00","4,00","3,00","2,67","3,83","4,10","4,00","4,00","3,92","4,24","5,02","5,73"
,,PI,,,,,"3,60","3,80","3,50","3,80","3,80","4,00","4,00","4,00"
,,PR,"2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00",,"2,00"
,,RJ,"1,63","1,55","1,60","1,61","1,49","1,52","1,38","1,27","1,28","1,26","2,22","1,82"
,,RN,"5,02","4,86","4,96","4,56","4,04","4,51","4,65","4,40","4,49","4,66","5,43","6,44"
,,RS,"4,10","3,95","3,80","4,00","4,00","4,00","4,00","3,88","3,50","3,50","3,58","3,65"
,,SC,"3,08","3,25","3,25","3,25","3,25","3,24","3,09","2,79","2,50","2,48","2,16","2,42"
,,SP,"3,05","3,17","3,02","2,74","2,58","2,70","2,53","2,26","2,14","2,34","3,42","3,86"
,,TO,,,,,,,"3,07","3,10",,"2,80","3,28","3,35"
,PRODUTOR,AC,,,,,,,,,,,,"2,60"
,,AL,"3,38","3,53","3,63","3,95","4,00","3,70","3,42","3,33","3,36","3,40",,
,,ES,"1,92","1,62","1,33","1,13","1,07","0,96","0,93","1,00","0,91","1,12","1,68","1,65"
,,PR,"2,12","1,74","1,74","1,91","1,90","1,90","1,90","1,90","1,90","1,90","1,98","1,95"
,,RN,,,,,,,,,,,,"3,80"
,,RO,"1,60","1,50","1,75","1,75","1,75","1,75","1,90","2,03","1,64","1,63","2,02","2,01"
,,RR,"2,65","2,65","2,65","2,65","2,69","2,70","2,70","2,71","2,75","2,75",,
JARAQUI (kg),,AM,"2,32","2,51","2,67","2,39","1,86","1,72","2,61","2,66","1,98","1,66","2,19","1,90"
JUÇARA FRUTO (kg),,SC,,,,,,,,,,,"2,75","2,75"
,,SP,"1,67","1,67","1,67","1,70","1,71",,,,"1,85","1,85","1,85","1,85"
JUTA/MALVA EM BRUTO (kg) (kg),,AM,,,"2,30","2,15","2,23","2,30","2,43","1,80","1,95","2,00","2,20",
,,PA,"2,10",,,,,,,,,,,
LARANJA (40.8 kg),,CE,"33,37","31,82","31,82","32,64","32,64","34,22","32,92","31,97","33,73","38,04","38,76","42,74"
,,MG,"10,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00"
LARANJA INDÚSTRIA PERA (40.8 kg),,PR,"13,40","12,25","11,50","12,25","13,00","12,33","12,50","12,63","12,75","12,67","12,42","13,83"
,,SE,,,,,,,,,"10,00","10,75","10,42","10,83"
LARANJA (kg),,AM,"1,72","1,93","2,21","1,75","1,33","1,25","1,25","0,99","1,05","1,24","1,43","1,41"
LARANJA LIMA (1 cento),,AL,"16,30","15,75","15,25","16,50","15,20","13,00","12,60","12,00","12,00","12,00",,"20,00"
LARANJA NATAL (25 kg),,RJ,"20,17","21,07","20,23","20,99","21,10","20,38",,"20,64","18,85","20,41","19,09","19,60"
LARANJA PERA (20 kg),,AC,,,,,,,,,,,,"30,00"
LARANJA PERA (40.8 kg),,DF,,,,,,,,,,,"32,00","32,25"
,,MG,"10,00","10,00","10,00","10,00","10,00","10,00","13,00","10,50","12,50","10,00","12,50","15,00"
,,PR,"9,20","11,00","11,00","11,00","11,00","11,00","11,00","11,00","11,25","11,50","11,56","12,00"
,,SE,,,,,,,,,"16,93","20,43","22,02","21,08"
,,SP,"13,42","13,84","15,13","15,13","16,16","15,53","15,29","12,64","12,04","13,14","12,82","14,93"
LARANJA PERA (kg),ATACADO,AC,"1,25",,,,,,,,"0,75","0,75","0,75",
,,BA,"0,48","0,52","0,44","0,59","0,58","0,58","0,46","0,44","0,42","0,41","0,49","0,53"
,,CE,"1,38","1,31","1,45","1,55","1,79","1,61","1,43","1,37","1,37","1,48","1,45","1,54"
,,DF,"0,75","0,75","0,74","0,82","0,84","0,75","0,75","0,75","0,87","0,90","0,99","1,00"
,,ES,"0,96","0,95","0,94","1,11","1,04","0,92","0,81","0,75","0,81","0,96","1,07","1,03"
,,GO,"0,85","0,80","0,80","0,80","0,80","0,80","0,88","0,90","0,90","0,95","1,05","1,00"
,,MG,"1,05","1,05","1,23","1,25","0,99","0,90","0,90","0,90","0,90","1,00","1,11",
,,MS,"0,95","1,00","0,96","1,00","1,00","1,00","0,93","0,91","1,00","1,00","1,00","1,00"
,,PA,"0,67","0,83","0,80","0,80","0,76","0,89","0,87","0,94","0,81","0,69","0,75","0,89"
,,PB,"0,75","0,75","0,75","0,87","0,86","0,77","0,67","0,67","0,68","0,82","0,88","0,83"
,,PE,"0,91","1,00","1,00","1,23","1,30","1,23","1,20","1,20","1,20","1,20","1,20","1,20"
,,PI,,,,,"1,30","1,30","1,30","1,50","1,60","1,60","1,60","1,60"
,,PR,"1,01","1,11","1,12","1,45","1,42","1,40","1,40","1,40","1,12","1,00",,"1,04"
,,RJ,"0,80","0,81","1,02","0,97","1,04","0,99","0,95","0,88","0,91","0,95","0,95","0,95"
,,RN,"1,20","1,09","1,19","1,24","1,19","0,97","0,82","0,86","0,96","0,98","1,00","1,09"
,,RS,"0,96","1,06","1,24","1,20","1,02","0,97","1,00","0,95","0,95","0,91","1,00","1,05"
,,SC,"1,03","1,08","1,17","1,16","1,10","0,98","0,96","0,97","1,00","1,00","0,99","1,11"
,,SP,"1,50","1,50","1,56","1,45","1,37","1,39","1,34","1,29","1,43","1,40","1,41","1,46"
,,TO,"1,07",,"1,00","1,13","1,04","1,00","1,00","0,91","0,90","0,90","0,90","0,90"
LARANJA PERA (t),PRODUTOR,BA,,,,,,,,,,,,"190,00"
LARANJA SELETA (25 kg),,RJ,"18,67","19,70","19,37","20,47","19,77","18,40","18,15","20,46","20,09","21,05",,
LARANJA VALÊNCIA (kg),,RS,"0,21","0,21",,,"0,33","0,29","0,25","0,26","0,28","0,30","0,38","0,45"
LATEX (kg),,MS,"1,70","1,65","1,65","1,73","1,85","1,91","1,88","2,00","2,03","2,05","2,13","2,30"
,,PA,"1,50",,,,,,,,,,,
,,SP,"1,38","1,35","1,39","1,41","1,55","1,70","1,73","1,79","1,80","1,89","1,93","2,05"
LEITE DE CABRA IN NATURA (l),,BA,"1,50","1,50","1,50","1,50","1,50","1,41","1,41","1,41","1,41","1,41","1,41","1,44"
,,PE,"1,65","1,77","1,77","1,77","1,80","1,94","1,95","1,95","1,95","2,05","2,10","2,10"
,,RN,,,,,,,,,,,,"1,65"
LEITE DE CABRA INTEGRAL (l),VAREJO,SC,,,,,,,,,,"7,97",,"7,98"
LEITE DE CABRA (l),ATACADO,CE,"2,05","2,05","2,09","2,10","2,14","2,20","2,30","2,34","2,35","2,35","2,35","2,39"
,,RN,"1,74","1,74","1,74","1,74","1,75","1,75","1,75","1,75","1,75","1,75","1,75","1,75"
,,SE,"1,00","1,00","1,00","1,00","1,00",,,,,,,
,PRODUTOR,AL,"2,38","2,38","2,39","2,40","2,45","2,50","2,50","2,50","2,51","2,55",,
,,BA,,"1,50","2,00","1,54",,,"1,51","1,51","1,41","1,41","1,44","1,44"
,,CE,"2,40","2,40","2,40","2,43","2,43","2,43","2,43","2,43","2,43","2,47","2,59","2,53"
,,PI,"3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00"
,,RN,"1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65"
,,SE,"1,00","1,00","1,00","1,00","1,10","1,50","1,78","1,80","1,90","1,98","1,97","2,00"
LEITE DE CABRA TIPO C (10 l),ATACADO,RN,,,,,,,,,,,,"28,50"
LEITE DE CABRA TIPO C (l),,BA,,"1,75","2,50","1,75",,,"1,75","2,11","2,11","2,11","2,02","1,99"
,VAREJO,MS,,,,,,,,,,,"10,99","9,91"
,,RN,,,,,,,,,,,,"3,50"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,BA,,,,,,,,,,,,"145,61"
,,CE,"154,93","152,75","151,33","151,83","151,87","151,50","147,87","147,08","151,83","151,73","150,88","148,08"
,,ES,,,,,,,,,,,"164,24","171,77"
,,PB,"149,10","148,81","148,00","147,50","144,04","145,00","147,00","144,50","146,25","149,40","149,25","154,50"
,,RN,"142,00","142,00","142,00","142,00","142,00","142,00","143,20","144,00","144,00","144,00","144,00","144,00"
LEITE DE VACA EM PÓ INTEGRAL (1 lata 400 gr),,MS,"9,75","9,50","9,68","9,78","10,02","9,36","9,48","9,56","10,06","10,28","9,28","9,76"
LEITE DE VACA EM PÓ INTEGRAL (20 kg),,AL,,,,,,,,,,,,"314,92"
LEITE DE VACA EM PÓ INTEGRAL (24 latas de 400 g),,CE,"209,93","206,17","205,08","205,50","205,80","206,08","204,80","203,50","203,42","203,33","204,90","206,97"
LEITE DE VACA EM PÓ INTEGRAL (25 kg),,PI,,,,,,,,,,,,"133,00"
LEITE DE VACA EM PÓ INTEGRAL (400 g),,RJ,"6,44","6,37","6,27","6,19","6,36","6,48","6,45","6,33","6,32","6,28","6,28","6,43"
,,RO,,,,,,,,,,,"6,33","5,67"
,,RS,"6,99","6,96","6,69","6,93","6,77","7,04","7,39","7,42","7,17","7,14","7,79","7,48"
,,TO,"9,67","9,60","9,58","9,58",,,,,,,,"8,42"
,VAREJO,GO,"11,65","11,71","11,49","11,35","11,59","11,36","11,23","12,35","11,74","11,52","12,00","12,10"
,,MT,"9,83","9,91","9,97","9,97","9,79","9,27","9,05","9,05","9,05","8,96","8,91","8,91"
,,PB,"10,80","9,95","9,95","9,61","9,31","9,50","9,73","9,95","10,00","9,76","9,60","9,75"
,,RJ,"8,70","8,69","8,90","9,01","8,48","8,33","7,85","8,97","8,96","8,68","8,53","9,14"
,,SP,"4,20","8,48","8,97","9,29","9,14","9,13","9,12","8,15","8,06","8,16","8,18","8,22"
,,TO,"10,78","10,34","9,30","9,49","9,49","9,81","10,28","9,38","10,02","9,59","9,44","9,52"
"LEITE DE VACA EM PÓ INTEGRAL (4,8 kg)",ATACADO,MG,,,,,,,,,,,"114,60","114,60"
LEITE DE VACA EM PÓ INTEGRAL INSTANTANEO (400 g),,RJ,"7,92","7,89","7,86","7,92","8,05","8,20","8,12","8,13","8,44","8,73","9,04","9,08"
LEITE DE VACA EM PÓ INTEGRAL (kg),,AM,"17,20","17,38","17,93","17,47","14,61","12,58","13,10","16,48","16,80","16,80","16,73","16,54"
,,AP,,,,,,,,,,,"13,94","14,41"
,,GO,"17,12","16,99","17,93","18,95","18,98","20,24","19,66","19,44","19,75","19,75","20,88","21,25"
,,PA,,,,,,,,,,,"15,29","15,56"
,,PR,"22,98","22,75","23,21","24,00","24,19","24,60","25,18","26,09","25,87","24,40","22,75","21,68"
,,RJ,,,,,,,,,,,"15,73","15,93"
,,SC,"10,98","11,00","11,50","11,50","11,62","11,25","10,70","10,50","11,10","13,04","13,10","13,10"
,,SP,,,,,,,,,,,"15,98","16,09"
LEITE DE VACA EM PÓ INTEGRAL (l),,AC,"15,00","15,00","15,00","15,80","17,22","17,50","17,80","18,00","16,91","15,63","15,70","15,46"
LEITE DE VACA IN NATURA (l),PRODUTOR,AC,,,,,,,,,,,"0,85","0,85"
,,BA,,,,,,,,,,,,"1,02"
,,DF,,,,,,,,,,,"0,93","0,90"
,,ES,,,,,,,,,,,"0,99","0,98"
,,MG,,,,,,,,,,,"1,05","1,04"
,,PA,,,,,,,,,,,,"0,68"
,,PB,,,,,,,,,,,,"1,10"
,,PI,,,,,,,,,,,,"1,12"
,,PR,,,,,,,,,,"1,04","1,01","1,00"
,,RJ,,,,,,,,,,,"0,96","0,94"
,,RO,,,,,,,,,,,"0,74","0,75"
,,RS,,,,,,,,,,"0,89","0,89","0,89"
,,SC,,,,,,,,,,,"0,94","0,94"
,,SP,,,,,,,,,,,,"1,09"
,,TO,,,,,,,,,,,"0,89","0,89"
LEITE DE VACA INTEGRAL EM PÓ (400 g) (400 g),ATACADO,MG,"7,27","7,27","7,27","7,27","7,27","7,24","7,24","7,26","7,26","7,25","7,26","7,24"
LEITE DE VACA (l),PRODUTOR,AC,"0,80","0,80","0,80","0,85","0,90","0,90","0,90","0,90","0,90","0,90","0,90","0,90"
,,AL,"1,35","1,35","1,35","1,35","1,40","1,45","1,48","1,54","1,56","1,58",,
,,AM,"1,20","1,16","1,20","1,23","1,24","1,28","1,30","1,34","1,38","1,40","1,40","1,38"
,,AP,"1,78","1,80","1,80","1,80","2,12","2,20","2,20","2,25","2,30","2,30","2,30","2,30"
,,BA,"0,96","0,93","0,90","0,87","0,88","0,89","0,92","0,97","1,01","1,00","1,02","1,01"
,,CE,"0,91","0,90","0,90","0,93","0,92","0,94","1,02","1,02","1,02","1,00","1,03","1,02"
,,DF,"0,74","0,72","0,82","0,99","0,98","0,97","1,06","1,09","1,06","1,00","0,93","0,90"
,,ES,"0,86","0,83","0,84","0,87","0,89","0,99","0,96","0,98","0,99","0,99","0,99","0,98"
,,GO,"0,96","0,95","0,98","0,98","0,98","0,99","0,99","1,01","1,04","1,00","0,98","0,98"
,,MA,"1,03","1,03","1,03","1,01","0,96","0,90","0,86","0,89","0,91","0,95","0,96","0,94"
,,MG,"1,01","0,94","0,94","0,94","0,96","0,99","1,01","1,04","1,05","1,04","1,03","1,02"
,,MS,"0,76","0,71","0,73","0,75","0,77","0,83","0,89","0,90","0,89","0,85","0,84","0,81"
,,MT,"0,86","0,87","0,86","0,83","0,81","0,85","0,85","0,86","0,87","0,90","0,90","0,90"
,,PA,"0,65","0,58","0,60","0,62","0,64","0,62","0,65","0,65","0,63","0,63","0,67","0,68"
,,PB,"1,01","1,02","1,00","0,97","1,00","1,00","0,95","0,98","1,00","1,01","1,08","1,10"
,,PE,"0,87","0,85","0,87","0,89","0,91","0,94","0,94","0,94","0,93","0,95","0,99","1,00"
,,PI,"1,58","1,57","1,54","1,52","1,52","1,52","1,52","1,52","1,51","1,52","1,52","1,53"
,,PR,"0,91","0,87","0,85","0,86","0,89","0,93","0,99","1,02","1,03","1,01","1,00","0,99"
,,RJ,"0,98","0,88","0,83","0,82","0,83","0,84","0,88","0,95","0,97","0,98","0,96","0,93"
,,RN,"1,09","1,09","1,09","1,09","1,09","1,09","1,10","1,10","1,10","1,10","1,10","1,10"
,,RO,"0,73","0,69","0,71","0,72","0,72","0,72","0,72","0,73","0,73","0,73","0,75","0,75"
,,RR,"1,15","1,16","1,16","1,16","1,16","1,15","1,15","1,15","1,15","1,15","1,28","1,48"
,,RS,"0,85","0,81","0,82","0,83","0,85","0,86","0,90","0,92","0,91","0,90","0,89","0,89"
,,SC,"0,81","0,78","0,80","0,84","0,91","0,93","0,94","0,97","0,97","0,95","0,93","0,94"
,,SE,"0,80","0,83","0,81","0,83","0,83","0,84","0,86","0,86","0,88","0,92","0,93","0,99"
,,SP,"1,17","0,98","0,97","0,98","0,98","1,02","1,07","1,12","1,12","1,07","1,08","1,10"
,,TO,"0,80","0,80","0,80","0,74","0,73","0,75","0,76","0,74","0,77","0,85","0,92","0,92"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,AC,,,,,,,,,,,"30,86","33,31"
,,AM,,,,,,,,,,,"33,48","33,39"
,,AP,,,,,,,,,,,"36,93","36,17"
,,DF,,,,,,,,,,,,"29,64"
,,ES,,,,,,,,,,,"25,74","29,48"
,,GO,,,,,,,,,,,,"27,03"
,,MG,,,,,,,,,,,"26,28","29,16"
,,PA,,,,,,,,,,,"33,08","38,64"
,,PB,,,,,,,,,,,,"32,25"
,,PR,,,,,,,,,,"24,12","23,61","26,80"
,,SC,,,,,,,,,,,"24,39","24,33"
,,SP,,,,,,,,,,,"24,72","23,92"
,,TO,,,,,,,,,,,"28,68","28,68"
LEITE DE VACA LONGA VIDA INTEGRAL (l),,RS,,,,,,,,,,"2,05","2,03","1,96"
,VAREJO,AC,,,,,,,,,,,"3,18","3,06"
,,AP,,,,,,,,,,,"3,60","3,65"
,,BA,,,,,,,,,,,,"2,66"
,,DF,,,,,,,,,,,"2,99","2,95"
,,ES,,,,,,,,,,,"2,32","2,37"
,,GO,,,,,,,,,,,"2,38","2,61"
,,MG,,,,,,,,,,,"2,48","2,38"
,,MS,,,,,,,,,,,"3,15","3,25"
,,PA,,,,,,,,,,,"2,86","3,10"
,,PB,,,,,,,,,,,,"2,83"
,,PI,,,,,,,,,,,,"3,33"
,,PR,,,,,,,,,,"2,29","2,28","2,35"
,,RJ,,,,,,,,,,,"3,13","2,96"
,,RN,,,,,,,,,,,,"2,75"
,,RO,,,,,,,,,,,"2,70","2,28"
,,RR,,,,,,,,,,"3,35","3,36","3,27"
,,RS,,,,,,,,,,"2,17","2,22","2,13"
,,SC,,,,,,,,,,"2,05","2,11","2,06"
,,SE,,,,,,,,,,,,"2,92"
,,SP,,,,,,,,,,,"2,35","2,40"
,,TO,,,,,,,,,,,"3,02","2,93"
LEITE DE VACA LONGA VIDA (l),ATACADO,CE,"2,50","2,50","2,50","2,50","2,50","2,50","2,56","2,60","2,64","2,64","2,65","2,64"
,,SP,,,,,,,,,,,"2,06","1,99"
LEITE DE VACA PASTEURIZADO TIPO C (12 l),,PB,,,,,,,,,,,,"26,40"
LEITE DE VACA TIPO C (l),,AC,"1,00","1,00","1,00","1,08","1,25","1,30","1,54","1,75","1,82","1,91","1,96","1,91"
,,BA,"1,84","1,71","1,75","1,90","1,97","1,72","1,82","1,98","1,94","2,11","2,20","1,93"
,,CE,"2,05","2,05","2,09","2,09","2,14","2,20","2,30","2,32","2,33","2,28","2,25","2,23"
,,MG,"1,81","1,80","1,77","1,77","1,77","1,80","1,85","1,85","1,85","1,81","1,64","1,74"
,,PB,"2,03","2,08","2,14","2,19","2,17","2,19","2,19","2,19","2,19","2,13","2,18","2,20"
,,PI,"2,17","2,23","2,22","2,18","2,18","2,10","2,08","2,08","2,08","2,22","2,25","2,29"
,,PR,"1,63","1,62","1,62","1,66","1,67","1,72","1,77","1,78","1,77","1,77","1,76","1,76"
,,RN,"1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65","1,65"
,,RO,"1,70","1,70","1,70","1,70","1,70","1,76","1,78","1,83","1,88","1,88","1,88","1,88"
,,SP,,,,,,,,,,,,"1,95"
,,TO,"1,83","1,85","1,85","1,85",,,,,,,,
,VAREJO,CE,"2,41","2,40","2,46","2,50","2,51","2,49","2,60","2,63","2,66","2,68","2,65","2,56"
MAÇÃ FUJI (18 kg),PRODUTOR,PR,,,,,,,,,,"48,00","51,73","61,00"
MAÇÃ FUJI (kg),,RS,"0,67","0,67","0,79","0,88","0,85",,,,,,,
,,SC,"1,10","1,10","1,10","1,10","1,10","1,02","0,78","0,78","0,78","0,78","0,78","0,78"
MAÇÃ GALA (18 kg),,PR,"42,00","39,00","37,00","37,00","39,00","39,00","44,25","45,50","47,00","52,80","56,25","61,00"
MAÇÃ GALA (kg),,RS,"0,67","0,67","0,69","0,73","0,80",,,,,,,
,,SC,"1,00","1,00","1,00","1,00","0,90","0,72","0,72","0,72","0,72","0,72","0,72","0,72"
MAÇÃ NACIONAL (kg),ATACADO,AC,"2,60",,,,,,,,"3,66","3,66","3,66",
,,AL,,,,,,,,"2,50",,"3,65","3,38","3,00"
,,BA,"3,69","3,70","3,54","3,45","3,39","3,58","3,82","3,67","3,76","3,97","4,28","4,70"
,,CE,"3,45","3,10","2,64","2,87","2,98","3,50","3,52","3,64","3,67","3,90","4,26","4,71"
,,DF,"4,20","4,32","4,15","3,68","3,89","3,97","4,07","4,17","4,17","4,35","4,65","5,15"
,,ES,"3,28","2,69","2,25","2,23","2,30","2,45","2,60","2,69","2,83","3,29","3,75","4,43"
,,GO,"3,83","4,00","4,00","4,00","4,00","4,00","2,88","2,50","2,64","4,10","6,21","3,40"
,,MG,"3,04","2,89","2,17","2,11","2,39","2,66","2,89","2,72","2,89","2,99","3,80",
,,MS,"2,91","2,13","2,00","2,00","2,07","2,25","2,25","2,50","2,59","2,50","3,31","3,65"
,,PA,"3,33","2,80","2,85","2,83","2,91","3,17","3,43","3,43","3,46","3,76","4,29","5,02"
,,PB,"3,47","3,48","3,45","3,08","2,97","3,34","3,39","3,41","3,45","3,91","4,22","4,41"
,,PE,"3,12","3,01","2,78","2,78","2,86","3,23","3,11","4,04","4,11","3,63","4,18","4,56"
,,PI,,,,,"4,33","4,50","4,50","1,50","5,00","5,00","5,00","5,50"
,,PR,"3,21","3,00","3,00","3,00","3,00","3,00","3,00","3,19","3,44","3,50",,"3,50"
,,RJ,"3,23","2,91","1,95","2,48","1,72","2,13","2,70","2,88","2,72","3,11","3,82","4,39"
,,RN,"3,68","3,25","3,53","3,52","3,46","3,88","3,65","3,39","3,48","3,76","3,93","4,47"
,,RS,"2,44","2,28","2,51","2,50","2,50","2,50","2,50","2,50","2,50","2,66","3,15","3,49"
,,SP,"4,81","4,93","4,20","3,99","4,10","4,36","4,23","4,20","4,37","4,52","5,00","5,18"
,,TO,"3,14",,"3,02","3,09","3,34","3,58","3,78","3,74","3,87","4,05","5,49","5,09"
MACARRÃO ESPAGUETE SÊMOLA (500 g),VAREJO,SP,"2,20","3,50","2,90","3,17","2,99","2,97","2,95","2,90","2,84","2,87","2,85","2,95"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (10 kg),ATACADO,AL,,,,,,,,,,,,"54,13"
,,AM,,,,,,,,,,,"31,00","29,64"
,,BA,,,,,,,,,,,,"25,91"
,,PA,,,,,,,,,,,"34,30","29,32"
,,TO,,,,,,,,,,,"27,60","30,30"
